git Date,Restaurant_ID,Restaurant_Name,Menu_Item_ID,Menu_Item_Name,Units_Sold,Current_Stock,Promotion
2024-11-13,R01,Downtown Branch,M02,Double Bacon Burger,29,81,1
2024-11-14,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2024-11-15,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2024-11-16,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2024-11-17,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2024-11-18,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2024-11-19,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2024-11-20,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2024-11-21,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2024-11-22,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2024-11-23,R01,Downtown Branch,M02,Double Bacon Burger,31,81,0
2024-11-24,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2024-11-25,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2024-11-26,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2024-11-27,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2024-11-28,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2024-11-29,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2024-11-30,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2024-12-01,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2024-12-02,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2024-12-03,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2024-12-04,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2024-12-05,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2024-12-06,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2024-12-07,R01,Downtown Branch,M02,Double Bacon Burger,37,81,1
2024-12-08,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2024-12-09,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2024-12-10,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2024-12-11,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2024-12-12,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2024-12-13,R01,Downtown Branch,M02,Double Bacon Burger,19,81,0
2024-12-14,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2024-12-15,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2024-12-16,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2024-12-17,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2024-12-18,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2024-12-19,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2024-12-20,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2024-12-21,R01,Downtown Branch,M02,Double Bacon Burger,31,81,0
2024-12-22,R01,Downtown Branch,M02,Double Bacon Burger,36,81,0
2024-12-23,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2024-12-24,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2024-12-25,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2024-12-26,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2024-12-27,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2024-12-28,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2024-12-29,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2024-12-30,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2024-12-31,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-01-01,R01,Downtown Branch,M02,Double Bacon Burger,27,81,1
2025-01-02,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-01-03,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-01-04,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-01-05,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-01-06,R01,Downtown Branch,M02,Double Bacon Burger,33,81,1
2025-01-07,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-01-08,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-01-09,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-01-10,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-01-11,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-01-12,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-01-13,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-01-14,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-01-15,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-01-16,R01,Downtown Branch,M02,Double Bacon Burger,19,81,0
2025-01-17,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-01-18,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-01-19,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-01-20,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-01-21,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-01-22,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-01-23,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-01-24,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-01-25,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-01-26,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-01-27,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-01-28,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-01-29,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-01-30,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-01-31,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-02-01,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-02-02,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-02-03,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-02-04,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-02-05,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-02-06,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-02-07,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-02-08,R01,Downtown Branch,M02,Double Bacon Burger,36,81,0
2025-02-09,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-02-10,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-02-11,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-02-12,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-02-13,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-02-14,R01,Downtown Branch,M02,Double Bacon Burger,32,81,0
2025-02-15,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-02-16,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-02-17,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-02-18,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-02-19,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-02-20,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-02-21,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-02-22,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-02-23,R01,Downtown Branch,M02,Double Bacon Burger,33,81,0
2025-02-24,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-02-25,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-02-26,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-02-27,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-02-28,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-03-01,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-03-02,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-03-03,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-03-04,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-03-05,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-03-06,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-03-07,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-03-08,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-03-09,R01,Downtown Branch,M02,Double Bacon Burger,31,81,0
2025-03-10,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-03-11,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-03-12,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-03-13,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-03-14,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-03-15,R01,Downtown Branch,M02,Double Bacon Burger,33,81,0
2025-03-16,R01,Downtown Branch,M02,Double Bacon Burger,35,81,0
2025-03-17,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-03-18,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-03-19,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-03-20,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-03-21,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-03-22,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-03-23,R01,Downtown Branch,M02,Double Bacon Burger,31,81,0
2025-03-24,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-03-25,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-03-26,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-03-27,R01,Downtown Branch,M02,Double Bacon Burger,32,81,1
2025-03-28,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-03-29,R01,Downtown Branch,M02,Double Bacon Burger,32,81,0
2025-03-30,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-03-31,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-04-01,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-04-02,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-04-03,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-04-04,R01,Downtown Branch,M02,Double Bacon Burger,35,81,1
2025-04-05,R01,Downtown Branch,M02,Double Bacon Burger,32,81,0
2025-04-06,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-04-07,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-04-08,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-04-09,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-04-10,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-04-11,R01,Downtown Branch,M02,Double Bacon Burger,33,81,1
2025-04-12,R01,Downtown Branch,M02,Double Bacon Burger,42,81,1
2025-04-13,R01,Downtown Branch,M02,Double Bacon Burger,31,81,0
2025-04-14,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-04-15,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-04-16,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-04-17,R01,Downtown Branch,M02,Double Bacon Burger,29,81,1
2025-04-18,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-04-19,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-04-20,R01,Downtown Branch,M02,Double Bacon Burger,32,81,0
2025-04-21,R01,Downtown Branch,M02,Double Bacon Burger,34,81,1
2025-04-22,R01,Downtown Branch,M02,Double Bacon Burger,35,81,1
2025-04-23,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-04-24,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-04-25,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-04-26,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-04-27,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-04-28,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-04-29,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-04-30,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-05-01,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-05-02,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-05-03,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-05-04,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-05-05,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-05-06,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-05-07,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-05-08,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-05-09,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-05-10,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-05-11,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-05-12,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-05-13,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-05-14,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-05-15,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-05-16,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-05-17,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-05-18,R01,Downtown Branch,M02,Double Bacon Burger,31,81,0
2025-05-19,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-05-20,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-05-21,R01,Downtown Branch,M02,Double Bacon Burger,33,81,1
2025-05-22,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-05-23,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-05-24,R01,Downtown Branch,M02,Double Bacon Burger,36,81,1
2025-05-25,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-05-26,R01,Downtown Branch,M02,Double Bacon Burger,34,81,1
2025-05-27,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-05-28,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-05-29,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-05-30,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-05-31,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-06-01,R01,Downtown Branch,M02,Double Bacon Burger,32,81,0
2025-06-02,R01,Downtown Branch,M02,Double Bacon Burger,36,81,1
2025-06-03,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-06-04,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-06-05,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-06-06,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-06-07,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-06-08,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-06-09,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-06-10,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-06-11,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-06-12,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-06-13,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-06-14,R01,Downtown Branch,M02,Double Bacon Burger,31,81,0
2025-06-15,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-06-16,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-06-17,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-06-18,R01,Downtown Branch,M02,Double Bacon Burger,19,81,0
2025-06-19,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-06-20,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-06-21,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-06-22,R01,Downtown Branch,M02,Double Bacon Burger,32,81,0
2025-06-23,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-06-24,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-06-25,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-06-26,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-06-27,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-06-28,R01,Downtown Branch,M02,Double Bacon Burger,31,81,0
2025-06-29,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-06-30,R01,Downtown Branch,M02,Double Bacon Burger,37,81,1
2025-07-01,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-07-02,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-07-03,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-07-04,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-07-05,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-07-06,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-07-07,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-07-08,R01,Downtown Branch,M02,Double Bacon Burger,35,81,1
2025-07-09,R01,Downtown Branch,M02,Double Bacon Burger,25,81,1
2025-07-10,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-07-11,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-07-12,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-07-13,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-07-14,R01,Downtown Branch,M02,Double Bacon Burger,31,81,1
2025-07-15,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-07-16,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-07-17,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-07-18,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-07-19,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-07-20,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-07-21,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-07-22,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-07-23,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2025-07-24,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-07-25,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-07-26,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-07-27,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-07-28,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-07-29,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-07-30,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-07-31,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-08-01,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-08-02,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-08-03,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-08-04,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-08-05,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-08-06,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-08-07,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-08-08,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-08-09,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-08-10,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-08-11,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-08-12,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-08-13,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-08-14,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-08-15,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-08-16,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-08-17,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-08-18,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2025-08-19,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-08-20,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2025-08-21,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2025-08-22,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2025-08-23,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-08-24,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-08-25,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-08-26,R01,Downtown Branch,M02,Double Bacon Burger,18,81,0
2025-08-27,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2025-08-28,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2025-08-29,R01,Downtown Branch,M02,Double Bacon Burger,19,81,0
2025-08-30,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-08-31,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-09-01,R01,Downtown Branch,M02,Double Bacon Burger,36,81,1
2025-09-02,R01,Downtown Branch,M02,Double Bacon Burger,18,81,0
2025-09-03,R01,Downtown Branch,M02,Double Bacon Burger,18,81,0
2025-09-04,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-09-05,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-09-06,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-09-07,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-09-08,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-09-09,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-09-10,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-09-11,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2025-09-12,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-09-13,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-09-14,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-09-15,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-09-16,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-09-17,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-09-18,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2025-09-19,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-09-20,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-09-21,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-09-22,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-09-23,R01,Downtown Branch,M02,Double Bacon Burger,19,81,0
2025-09-24,R01,Downtown Branch,M02,Double Bacon Burger,31,81,1
2025-09-25,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-09-26,R01,Downtown Branch,M02,Double Bacon Burger,19,81,0
2025-09-27,R01,Downtown Branch,M02,Double Bacon Burger,29,81,0
2025-09-28,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-09-29,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-09-30,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-10-01,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2025-10-02,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-10-03,R01,Downtown Branch,M02,Double Bacon Burger,20,81,0
2025-10-04,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-10-05,R01,Downtown Branch,M02,Double Bacon Burger,32,81,1
2025-10-06,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-10-07,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-10-08,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-10-09,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-10-10,R01,Downtown Branch,M02,Double Bacon Burger,17,81,0
2025-10-11,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-10-12,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-10-13,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-10-14,R01,Downtown Branch,M02,Double Bacon Burger,18,81,0
2025-10-15,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-10-16,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-10-17,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-10-18,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-10-19,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-10-20,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-10-21,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-10-22,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-10-23,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-10-24,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-10-25,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-10-26,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-10-27,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-10-28,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-10-29,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-10-30,R01,Downtown Branch,M02,Double Bacon Burger,25,81,1
2025-10-31,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-11-01,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-11-02,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-11-03,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-11-04,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-11-05,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-11-06,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-11-07,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-11-08,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-11-09,R01,Downtown Branch,M02,Double Bacon Burger,31,81,0
2025-11-10,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-11-11,R01,Downtown Branch,M02,Double Bacon Burger,25,81,0
2025-11-12,R01,Downtown Branch,M02,Double Bacon Burger,27,81,0
2025-11-13,R01,Downtown Branch,M02,Double Bacon Burger,26,81,0
2025-11-14,R01,Downtown Branch,M02,Double Bacon Burger,21,81,0
2025-11-15,R01,Downtown Branch,M02,Double Bacon Burger,28,81,0
2025-11-16,R01,Downtown Branch,M02,Double Bacon Burger,50,81,1
2025-11-17,R01,Downtown Branch,M02,Double Bacon Burger,36,81,1
2025-11-18,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-11-19,R01,Downtown Branch,M02,Double Bacon Burger,24,81,0
2025-11-20,R01,Downtown Branch,M02,Double Bacon Burger,22,81,0
2025-11-21,R01,Downtown Branch,M02,Double Bacon Burger,23,81,0
2025-11-22,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
2025-11-23,R01,Downtown Branch,M02,Double Bacon Burger,30,81,0
