date,restaurant_id,restaurant_name,city,state,menu_item_id,menu_item_name,category,unit_price,quantity,day_of_week,day_of_week_num,is_weekend,month,year,avg_temp_f,precip_inches,precip_type,is_holiday,holiday_name,is_special_event,special_event_name,is_promotion,quantity_was_missing,invalid_quantity,invalid_price,day,week_of_year,quarter,revenue,quantity_lag_1,quantity_lag_7,quantity_lag_14,quantity_lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_28,rolling_std_28,demand_outlier_flag,inventory_available,day_of_month,day_of_year,is_month_start,is_month_end,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,has_precipitation,temp_c,temp_band,context_event_count,is_context_day,weekend_promotion,holiday_promotion,event_promotion,precipitation_weekend
2023-09-10,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,58.0,Sunday,6,1,9,2023,65.9,0.0,None,0,None,0,None,0,0,0,0,10,36,3,550.42,66.0,50.0,81.0,70.0,55.57142857142857,8.443086774735457,59.5,10.128026613162397,60.07142857142857,9.325109755797673,0,0,10,253,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,-0.9296339319682695,-0.3684843993077793,0,18.833333333333336,mild,0,0,0,0,0,0
2023-09-11,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,45.0,Monday,0,0,9,2023,62.4,0.0,None,0,None,0,None,0,0,0,0,11,37,3,427.05,58.0,63.0,62.0,64.0,56.714285714285715,8.09761869758185,57.857142857142854,8.017837257372886,59.642857142857146,9.125520931713062,0,0,11,254,0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,-0.9358348973349941,-0.35243871088460327,0,16.88888888888889,mild,0,0,0,0,0,0
2023-09-12,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,43.0,Tuesday,1,0,9,2023,63.4,0.0,None,0,None,0,None,0,0,0,0,12,37,3,408.07,45.0,46.0,75.0,54.0,54.142857142857146,8.6106246662397,56.642857142857146,8.607752702849268,58.964285714285715,9.488715101936364,0,0,12,255,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,-0.9417589340994617,-0.33628873017668287,0,17.444444444444443,mild,0,0,0,0,0,0
2023-09-13,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,57.0,Wednesday,2,0,9,2023,63.3,0.0,None,0,None,0,None,0,0,0,0,13,37,3,540.9300000000001,43.0,52.0,58.0,49.0,53.714285714285715,9.141741003300572,54.357142857142854,7.5407318850784835,58.57142857142857,9.919784090499014,0,0,13,256,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,-0.9474042892438845,-0.32003923622313857,0,17.38888888888889,mild,0,0,0,0,0,0
2023-09-14,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,52.0,Thursday,3,0,9,2023,64.0,0.0,None,0,None,0,None,0,0,0,0,14,37,3,493.48,57.0,48.0,51.0,61.0,54.42857142857143,9.180725150319702,54.285714285714285,7.508237234772773,58.857142857142854,9.747608579332367,0,0,14,257,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,-0.9527692922168511,-0.30369503751065885,0,17.77777777777778,mild,0,0,0,0,0,0
2023-09-15,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,48.0,Friday,4,0,9,2023,61.2,0.32,Rain,0,None,0,None,0,0,0,0,15,37,3,455.52,52.0,64.0,56.0,53.0,55.0,8.83176086632776,54.357142857142854,7.479275395354979,58.535714285714285,9.82243140623337,0,0,15,258,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-0.9578523554276669,-0.28726097055059635,1,16.22222222222222,mild,0,0,0,0,0,0
2023-09-16,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,68.0,Saturday,5,1,9,2023,62.1,0.0,None,0,None,0,None,0,0,0,0,16,37,3,645.32,48.0,66.0,61.0,50.0,52.714285714285715,8.159131606453405,53.785714285714285,7.647810862528757,58.357142857142854,9.971122325158856,0,0,16,259,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,-0.9626519747161487,-0.2707418984477642,0,16.72222222222222,mild,0,0,0,0,0,0
2023-09-17,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,57.0,Sunday,6,1,9,2023,64.6,0.0,None,0,None,0,None,0,0,0,0,17,37,3,540.9300000000001,68.0,58.0,50.0,80.0,53.0,8.717797887081252,54.285714285714285,8.352139950829589,59.0,9.992589847074322,0,0,17,260,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,-0.9671667297977312,-0.2541427094613622,0,18.111111111111107,mild,0,0,0,0,0,0
2023-09-18,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,40.0,Monday,0,0,9,2023,60.4,0.0,None,0,None,0,None,0,0,0,0,18,38,3,379.6,57.0,45.0,63.0,58.0,52.857142857142854,8.629958891917667,54.785714285714285,8.285098499285278,58.17857142857143,9.108618513085952,0,0,18,261,0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,-0.97139528468375,-0.23746831555846842,0,15.777777777777779,mild,0,0,0,0,0,0
2023-09-19,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,48.0,Tuesday,1,0,9,2023,60.9,0.0,None,0,None,0,None,0,0,0,0,19,38,3,455.52,40.0,43.0,46.0,54.0,52.142857142857146,9.546876826630552,53.142857142857146,8.795603297252502,57.535714285714285,9.735319975555807,0,0,19,262,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,-0.9753363880767837,-0.2207236509605022,0,16.055555555555557,mild,0,0,0,0,0,0
2023-09-20,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,57.0,Wednesday,2,0,9,2023,67.1,0.0,None,0,None,0,None,0,0,0,0,20,38,3,540.9300000000001,48.0,57.0,52.0,65.0,52.857142857142854,8.914941978285041,53.285714285714285,8.686227573034868,57.32142857142857,9.880971505049429,0,0,20,263,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,-0.9789888737409319,-0.20391367068311472,0,19.499999999999996,mild,0,0,0,0,0,0
2023-09-21,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,41.0,Thursday,3,0,9,2023,62.2,0.0,None,0,None,0,None,0,0,0,0,21,38,3,389.09000000000003,57.0,52.0,48.0,71.0,52.857142857142854,8.914941978285041,53.642857142857146,8.731967289634941,57.035714285714285,9.765707737744792,0,0,21,264,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,-0.9823516608469237,-0.18704334906991657,0,16.77777777777778,mild,0,0,0,0,0,0
2023-09-22,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,55.0,Friday,4,0,9,2023,59.0,0.26,Rain,0,None,0,None,0,0,0,0,22,38,3,521.95,41.0,48.0,64.0,59.0,51.285714285714285,9.99523696091094,53.142857142857146,9.264133841011665,55.964285714285715,9.822431406233365,0,0,22,265,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-0.9854237542919524,-0.17011767832049052,1,15.0,mild,0,0,0,0,0,0
2023-09-23,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,61.0,Saturday,5,1,9,2023,60.2,0.0,None,0,None,0,None,0,0,0,0,23,38,3,578.89,55.0,68.0,66.0,61.0,52.285714285714285,9.961831921794984,52.5,8.750824137012737,55.82142857142857,9.805718556134334,0,0,23,266,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,-0.9882042449941422,-0.15314166701312007,0,15.666666666666666,mild,0,0,0,0,0,0
2023-09-24,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,56.0,Sunday,6,1,9,2023,62.1,0.06,Rain,0,None,0,None,0,0,0,0,24,38,3,531.44,61.0,57.0,58.0,81.0,51.285714285714285,8.340948901139896,52.142857142857146,8.244878530216411,55.82142857142857,9.805718556134334,0,0,24,267,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,-0.9906923101615609,-0.13612033862266704,1,16.72222222222222,mild,0,0,0,0,0,1
2023-09-25,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,24.0,Monday,0,0,9,2023,61.0,0.3,Rain,0,None,0,None,0,0,0,0,25,39,3,227.76,56.0,40.0,45.0,62.0,51.142857142857146,8.234653836654099,52.0,8.152394645841184,54.92857142857143,8.47623506319649,1,0,25,268,0,0,0.0,1.0,-0.8660254037844385,-0.5000000000000004,-0.9928872135356962,-0.11905873003404988,1,16.11111111111111,mild,0,0,0,0,0,0
2023-09-26,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,46.0,Tuesday,1,0,9,2023,65.1,0.04,Rain,0,None,0,None,0,0,0,0,26,39,3,436.54,24.0,48.0,43.0,75.0,48.857142857142854,12.798809468443618,50.5,10.980752391203634,53.57142857142857,10.174145050726777,0,0,26,269,0,0,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004,-0.994788305609327,-0.10196189005174576,1,18.388888888888886,mild,0,0,0,0,0,0
2023-09-27,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,52.0,Wednesday,2,0,9,2023,57.8,0.0,None,0,None,0,None,0,0,0,0,27,39,3,493.48,46.0,57.0,57.0,58.0,48.57142857142857,12.843378875995956,50.714285714285715,10.851646960634273,52.535714285714285,9.355062574199938,0,0,27,270,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,-0.9963950238187231,-0.08483487790576538,0,14.333333333333334,mild,0,0,0,0,0,0
2023-09-28,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,46.0,Thursday,3,0,9,2023,59.3,0.0,None,0,None,0,None,0,0,0,0,28,39,3,436.54,52.0,41.0,52.0,51.0,47.857142857142854,12.4288450982458,50.357142857142854,10.710219008442005,52.32142857142857,9.293779566158172,0,0,28,271,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,-0.9977068927101168,-0.06768276175455162,0,15.166666666666666,mild,0,0,0,0,0,0
2023-09-29,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,53.0,Friday,4,0,9,2023,60.4,0.0,None,0,None,0,None,0,0,0,0,29,39,3,502.97,46.0,55.0,48.0,56.0,48.57142857142857,12.108635250062074,49.92857142857143,10.759355755050459,52.142857142857146,9.367850007158221,0,0,29,272,0,0,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,-0.9987235240803972,-0.050510617185222886,0,15.777777777777779,mild,0,0,0,0,0,0
2023-09-30,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,70.0,Saturday,5,1,9,2023,64.5,0.08,Rain,0,None,0,None,0,0,0,0,30,39,3,664.3000000000001,53.0,61.0,68.0,61.0,48.285714285714285,11.954277975049772,50.285714285714285,10.773390091606972,52.035714285714285,9.339213000617343,0,0,30,273,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004,-0.9994446170919858,-0.033323525711631344,1,18.055555555555557,mild,0,0,0,0,0,1
2023-10-01,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,41.0,Sunday,6,1,10,2023,58.9,0.0,None,0,None,0,None,0,0,0,0,1,39,4,389.09000000000003,70.0,56.0,57.0,50.0,49.57142857142857,13.878726440817466,50.42857142857143,11.036403300088262,52.357142857142854,9.80254798967838,0,0,1,274,1,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-0.9998699583618592,-0.016126573270657762,0,14.944444444444445,mild,0,0,0,0,0,0
2023-10-02,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,31.0,Monday,0,0,10,2023,55.9,0.01,Rain,0,None,0,None,0,0,0,0,2,40,4,294.19,41.0,24.0,40.0,63.0,47.42857142857143,13.878726440817463,49.285714285714285,11.131580656496586,52.035714285714285,10.027673349498045,0,0,2,275,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.9999994220246925,0.001075151282798226,1,13.277777777777779,mild,0,0,0,0,0,0
2023-10-03,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,39.0,Tuesday,1,0,10,2023,52.1,0.41,Rain,0,None,0,None,0,0,0,0,3,40,4,370.11,31.0,46.0,48.0,46.0,48.42857142857143,12.039617143097994,48.642857142857146,11.939637559614027,50.892857142857146,10.542117594973213,0,0,3,276,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-0.999832969770105,0.018276557681691223,1,11.166666666666666,mild,0,0,0,0,0,0
2023-10-04,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,45.0,Wednesday,2,0,10,2023,52.4,0.0,None,0,None,0,None,0,0,0,0,4,40,4,427.05,39.0,52.0,57.0,52.0,47.42857142857143,12.554642472768618,48.0,12.216004634526382,50.642857142857146,10.743522719447324,0,0,4,277,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,-0.9993706508539969,0.03547255575312556,0,11.333333333333334,mild,0,0,0,0,0,0
2023-10-05,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,45.0,Thursday,3,0,10,2023,54.6,0.0,None,0,None,0,None,0,0,0,0,5,40,4,427.05,45.0,46.0,41.0,48.0,46.42857142857143,12.407754871546222,47.142857142857146,11.954124765163677,50.392857142857146,10.792107149189036,0,0,5,278,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-0.9986126020839734,0.052658056924614005,0,12.555555555555555,mild,0,0,0,0,0,0
2023-10-06,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,37.0,Friday,4,0,10,2023,49.9,0.06,Rain,0,None,0,None,0,0,0,0,6,40,4,351.13,45.0,53.0,55.0,64.0,46.285714285714285,12.419263071458518,47.42857142857143,11.843299213637092,50.285714285714285,10.831562736870046,0,0,6,279,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-0.9975590477788613,0.06982797572987089,1,9.944444444444445,cold,0,0,0,0,0,0
2023-10-07,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,61.0,Saturday,5,1,10,2023,54.4,0.0,None,0,None,0,None,0,0,0,0,7,40,4,578.89,37.0,70.0,61.0,66.0,44.0,12.44989959798865,46.142857142857146,11.934804583216303,49.32142857142857,10.767074541392127,0,0,7,280,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-0.9962102997023297,0.0869772313136861,0,12.444444444444445,mild,0,0,0,0,0,0
2023-10-08,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,37.0,Sunday,6,1,10,2023,50.6,0.21,Rain,0,None,0,None,0,0,0,0,8,40,4,351.13,61.0,41.0,56.0,58.0,42.714285714285715,9.411239481143093,46.142857142857146,11.934804583216303,49.142857142857146,10.518816599100058,0,0,8,281,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-0.9945667569706337,0.1041007489354256,1,10.333333333333334,mild,0,0,0,0,0,1
2023-10-09,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,33.0,Monday,0,0,10,2023,54.4,0.0,None,1,Columbus Day,0,None,0,0,0,0,9,41,4,313.17,37.0,31.0,24.0,45.0,42.142857142857146,9.651054716602484,44.785714285714285,11.807289609054573,48.392857142857146,10.612149870206558,0,0,9,282,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.9926289059345095,0.121193461470736,0,12.444444444444445,mild,1,1,0,0,0,0
2023-10-10,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,43.0,Tuesday,1,0,10,2023,51.4,0.0,None,0,None,0,None,0,0,0,0,10,41,4,408.07,33.0,39.0,46.0,43.0,42.42857142857143,9.289010404004951,45.42857142857143,10.789697976198532,47.964285714285715,10.989834167377376,0,0,10,283,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-0.9903973200352558,0.1382503109109819,0,10.777777777777779,mild,0,0,0,0,0,0
2023-10-11,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,25.0,Wednesday,2,0,10,2023,58.2,0.0,None,0,None,0,None,0,0,0,0,11,41,4,237.25,43.0,45.0,52.0,57.0,43.0,9.165151389911568,45.214285714285715,10.807252347229777,47.964285714285715,10.989834167377376,0,0,11,284,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,-0.9878726596350429,0.15526624985999563,0,14.555555555555555,mild,0,0,0,0,0,0
2023-10-12,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,47.0,Thursday,3,0,10,2023,53.0,0.08,Rain,0,None,0,None,0,0,0,0,12,41,4,446.03000000000003,25.0,45.0,46.0,52.0,40.142857142857146,11.305287427107798,43.285714285714285,11.860915592032454,46.82142857142857,11.658897639995569,0,0,12,285,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-0.9850556718215013,0.172236243027682,1,11.666666666666666,mild,0,0,0,0,0,0
2023-10-13,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,45.0,Friday,4,0,10,2023,54.8,0.0,None,0,None,0,None,0,0,0,0,13,41,4,427.05,47.0,37.0,53.0,48.0,40.42857142857143,11.47253448977363,43.357142857142854,11.88151209528188,46.642857142857146,11.614850920470824,0,0,13,286,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-0.981947190186646,0.18915526872004093,0,12.666666666666664,mild,0,0,0,0,0,0
2023-10-14,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,60.0,Saturday,5,1,10,2023,51.1,0.0,None,0,None,0,None,0,0,0,0,14,41,4,569.4,45.0,61.0,70.0,68.0,41.57142857142857,11.472534489773631,42.785714285714285,11.570377105938517,46.535714285714285,11.615705022709694,0,0,14,287,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-0.9785481345802031,0.20601832032517084,0,10.61111111111111,mild,0,0,0,0,0,0
2023-10-15,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,41.0,Sunday,6,1,10,2023,51.6,0.0,None,0,None,0,None,0,0,0,0,15,41,4,389.09000000000003,60.0,37.0,41.0,57.0,41.42857142857143,11.193110125685005,42.07142857142857,9.957326531170468,46.25,11.157541877167242,0,0,15,288,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-0.9748595108374125,0.22282040779479959,0,10.88888888888889,mild,0,0,0,0,0,0
2023-10-16,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,39.0,Monday,0,0,10,2023,54.0,0.0,None,0,None,0,None,0,0,0,0,16,42,4,370.11,41.0,33.0,31.0,40.0,42.0,11.03026140518277,42.07142857142857,9.957326531170468,45.67857142857143,10.99512879155388,0,0,16,289,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.9708824104813836,0.23955655912092708,0,12.222222222222221,mild,0,0,0,0,0,0
2023-10-17,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,43.0,Tuesday,1,0,10,2023,49.2,0.0,None,0,None,0,None,0,0,0,0,17,42,4,408.07,39.0,43.0,39.0,48.0,42.857142857142854,10.431180365113132,42.642857142857146,9.491754663570186,45.642857142857146,11.015861579976677,0,0,17,290,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-0.9666180104000972,0.2562218218071163,0,9.555555555555557,cold,0,0,0,0,0,0
2023-10-18,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,55.0,Wednesday,2,0,10,2023,50.8,0.0,None,0,None,0,None,0,0,0,0,18,42,4,521.95,43.0,25.0,45.0,57.0,42.857142857142854,10.431180365113132,42.92857142857143,9.433689919353155,45.464285714285715,11.016762120471128,0,0,18,291,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,-0.9620675724981452,0.27281126433401914,0,10.444444444444443,mild,0,0,0,0,0,0
2023-10-19,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,46.0,Thursday,3,0,10,2023,53.9,0.0,None,0,None,0,None,0,0,0,0,19,42,4,436.54,55.0,47.0,45.0,41.0,47.142857142857146,7.668736780560526,43.642857142857146,9.966151505178706,45.392857142857146,10.945451569163785,0,0,19,292,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-0.957232443323312,0.28931997761869527,0,12.166666666666666,mild,0,0,0,0,0,0
2023-10-20,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,58.0,Friday,4,0,10,2023,47.0,0.0,None,0,None,0,None,0,0,0,0,20,42,4,550.42,46.0,45.0,37.0,55.0,47.0,7.681145747868479,43.714285714285715,9.980200178573353,45.57142857142857,10.911864325988615,0,0,20,293,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-0.9521140536681102,0.3057430764672831,0,8.333333333333334,cold,0,0,0,0,0,0
2023-10-21,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,50.0,Saturday,5,1,10,2023,49.4,0.13,Rain,0,None,0,None,0,0,0,0,21,42,4,474.5,58.0,60.0,61.0,61.0,48.857142857142854,8.62995889191765,45.214285714285715,10.460023322731562,45.67857142857143,11.022043809359936,0,0,21,294,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-0.9467139181463862,0.3220757010206104,1,9.666666666666666,cold,0,0,0,0,0,1
2023-10-22,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,46.0,Sunday,6,1,10,2023,48.5,0.12,Rain,0,None,0,None,0,0,0,0,22,42,4,436.54,50.0,41.0,37.0,56.0,47.42857142857143,7.184639700015976,44.42857142857143,9.557230735974699,45.285714285714285,10.645315933439985,0,0,22,295,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-0.9410336347451197,0.3383130181923076,1,9.166666666666666,cold,0,0,0,0,0,1
2023-10-23,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,37.0,Monday,0,0,10,2023,53.4,0.45,Rain,0,None,0,None,0,0,0,0,23,43,4,351.13,46.0,39.0,33.0,24.0,48.142857142857146,6.669047194029183,45.07142857142857,9.318833582625006,44.92857142857143,10.438279166494437,0,0,23,296,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.9350748843515574,0.3544502230989869,1,11.88888888888889,mild,0,0,0,0,0,0
2023-10-24,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,32.0,Tuesday,1,0,10,2023,45.7,0.0,None,0,None,0,None,0,0,0,0,24,43,4,303.68,37.0,43.0,43.0,46.0,47.857142857142854,7.151423434733478,45.357142857142854,8.97524066835789,45.392857142857146,9.738580342634494,0,0,24,297,0,0,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16,-0.9288394302558068,0.3704825404820963,0,7.6111111111111125,cold,0,0,0,0,0,0
2023-10-25,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,50.0,Wednesday,2,0,10,2023,46.4,0.0,None,0,None,0,None,0,0,0,0,25,43,4,474.5,32.0,55.0,25.0,52.0,46.285714285714285,9.286446857549624,44.57142857142857,9.653331714326061,44.892857142857146,10.060333864257057,0,0,25,298,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16,-0.9223291176290545,0.3864052261209853,0,8.0,cold,0,0,0,0,0,0
2023-10-26,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,41.0,Thursday,3,0,10,2023,52.7,0.0,None,0,None,0,None,0,0,0,0,26,43,4,389.09000000000003,50.0,46.0,47.0,46.0,45.57142857142857,8.676734079462868,46.357142857142854,7.909168417409353,44.82142857142857,10.015001974551197,0,0,26,299,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16,-0.9155458729775467,0.40221356823680365,0,11.500000000000002,mild,0,0,0,0,0,0
2023-10-27,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,50.0,Friday,4,0,10,2023,54.1,0.0,None,0,None,0,None,0,0,0,0,27,43,4,474.5,41.0,58.0,45.0,53.0,44.857142857142854,8.83984485965988,45.92857142857143,8.033241377735855,44.642857142857146,10.03775939921921,0,0,27,300,0,0,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,-0.9084917035725082,0.41790288888678667,0,12.277777777777779,mild,0,0,0,0,0,0
2023-10-28,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,51.0,Saturday,5,1,10,2023,50.7,0.0,None,0,None,0,None,0,0,0,0,28,43,4,483.99,50.0,50.0,60.0,70.0,43.714285714285715,7.227592630889854,46.285714285714285,8.099654042266009,44.535714285714285,9.96096880182341,0,0,28,301,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,-0.9011686968561569,0.4334685453485363,0,10.388888888888891,mild,0,0,0,0,0,0
2023-10-29,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,47.0,Sunday,6,1,10,2023,47.8,0.02,Rain,0,None,0,None,0,0,0,0,29,43,4,446.03000000000003,51.0,46.0,41.0,41.0,43.857142857142854,7.380798769522751,45.642857142857146,7.238860331647467,43.857142857142854,8.733563549613184,0,0,29,302,0,0,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16,-0.8935790198239952,0.4489059314938798,1,8.777777777777777,cold,0,0,0,0,0,1
2023-10-30,R01,Downtown Chicago Grill,Chicago,IL,M02,Double Bacon Burger,Burgers,9.49,45.0,Monday,0,0,10,2023,49.0,0.07,Rain,0,None,0,None,0,0,0,0,30,44,4,427.05,47.0,37.0,39.0,31.0,44.0,7.4386378681403365,46.07142857142857,7.119467198239883,44.07142857142857,8.734472238836476,0,0,30,303,0,0,0.0,1.0,-1.0,-1.8369701987210297e-16,-0.8857249183835637,0.4642104791518923,1,9.444444444444445,cold,0,0,0,0,0,0
